lemma,ojibwe_sentence,english_sentence
aakozi,Nisayenh ganabaj bagidenimo. Gaawiin ogashkitoosiin geyaabi ji-wiisinid; onzaam gichi-aakozi.,I think my brother is giving up. He isn't able to eat anymore because his is so very sick.
aakoziwin,Ogii-o-webaasidoon aakoziwin.,He went and let the illness fly away in then wind.
agwaakwa-igan,Ogii-onakidoon i'iw agwaakwa'igan.,He put up up the sign.
agwaakwa-igan,Aandakidoon 'iw agwaakwa'igan.,Stick that sign someplace else.
agwaakwa-igan,Waasaanzhe 'iw gaa-o-badakidooyaan agwaakwa'igan.,The sign I erected reflects back.
name,Oname'aan odayan i'imaa gii-wiisininigwen. Nameshin.,He found signs that his dog must have been eating there. There were marks.
gagiibaadizi,Giiwaaj isa go naa gichi-gagiibaadizi a'aw akiwenziiyish. Ogii-piinaada'aan odoonaagan,That old man is really silly. He licked his plate clean!
gagiibaadizi,Apiichi-gagiibaadizi gaa-onji-gibaakwa'ond.,He's in jail because he's so foolish.
ako,Mii 'i zhigwa aabito-diba'igan gaa-ako-bimwewebizod.,It's been half an hour now since we heard him go by.
ako,Gii-migoshkaadendam gaa-ako-wani'aad iniw ojiwaaman.,He's been really bothered since he lost his friend.
nagamo,Gii-opaataagozi; gabe-dibik gii-nagamod.,He kept him awake by singing all night.
nagamo,Gizhiiwewidam medwe-nagamod.,You can hear whoever is singing loud and clear.
nagamo,Gichi-zaasaakwe awe mindimooyenh epiichi-jiikimigod iniw dewe'iganan miinawaa negamonid.,The old lady gave a loud war whoop she was so happy to hear the drum and the singers.
nagamo,Ishpaabiiginige awe negamod.,The singer has a high-pitched voice.
gwaabandan,Biindig awi-gwaabandan nibi.,Go inside and get a glass of water.
gwaabandan,Biindig awi-gwaabandan nibi.,Go inside and get a glass of water.
niinim,"Ningii-wiidookawaa niinim gii-tazhiikang iwe, i'iw manoomin. Ingii-kidasige.",I helped my brother-in-law when he processed wild rice. I parched the rice.
namadabi,Awashishkode namadabi a'aw akiwenzii. Onzaam gizhideni besho namadabid.,"The old man sits far away from the fire. If he sits close, it's too hot for him."
namadabi,Ishkweyaang ninamadab odaabaaning izhaayaang oodenaang.,I sit in the back when we go to town in the car.
namadabi,Aaniin ezhi-wiinzod awedi ikwe nemadabid.,What's that name of that lady sitting over there.
namadabi,Gego mishawaateng namadabiken. Giga-makadewaas.,Don't sit out in the sun. You might get burned dark.
inigini,Oo waa. Baabige naa eniginid wa'aw. Noomaya naa babaamoodeban.,Oh wah. This one is already so big. Not too long ago she was just crawling around.
inigini,Gichi-michiigizi awe bashkwegin. Amanj igo naa apideg gaa-iniginigwen awe ayaabe.,The buckskin is really large. I wonder just how big that buck must have been.
zhooshkwaada-e,Babigozigwaa gii-ziigwang. Gaawiin gidaa-zhooshkwaada'esii.,The ice is rough in the spring. You shouldn't skate on it.
zhooshkwaada-e,Gii-noondewajiwag zhooshkwaada'ewaad gaa-w... gaa-onji-aanizhiitamowaad.,It got too cold for the skaters so that's why they quit.
zhooshkwaagime,Gichi-gezika gii-noogise awe zhooshkwaagimed.,The skler came to an abrupt stop.
nitaa,Ginitaa-ojibwem ina.,Do you know how to talk Ojibwe?
nitaa,Nitaa-giba'ige aw amik.,The beaver is good at making dams.
nitaa,Nitaa-naaniimi awe maakizid.,The lame guy is a good dancer.
wawiingezi,Mii go ji-anoonind miinawaa giishpin wawiingezid.,He'll get hired again if he does a good job.
wawiingezi,Wawiingeziwag igiw gwiiwizensag manisewaad.,The boys are doing a good job cutting wood.
wawiingezi,Wawiingezi gegoo izhichiged gaa-onji-anoonag .. a'awe.,He does a real good job; that's the reason why I hired him.
wawiingezi,Gichi-wawiingezi gikinootawaad ini migiziin awe ogichidaa.,That warrior did a great job of imitating the sound of the bald eagle.
wawiingezi,Mazinijiishkiwaginaadaanig moozoog; awenen nawaj ge-wawiingezid.,Let's make moose of clay to see who does it best.
bakon,Mii 'i gii-kiizhiitaawaad bakonaawaad iniw waawaashkeshiwan igiweg gwiiwizensag.,The boys are done skinning the deer.
bakon,Obwaanawi'aan ji-bakonaad waaboozoon; onzaam okanaapinewininjii.,She's not able to skin a rabbit because of the arthritis in her hands.
bakon,Nancy waabanda'iwe ezhichigeng gii-bakonindwaa awesiinyag.,Nancy demonstrates the way animals are skinned.
zhigaag,Aapiji go nisidawimaagozi awe zhigaag.,The skunk is very recognizable by its odor.
zhigaag,Gichi-mashkawimaagozi 'aw zhigaagosh gaa-piindigoonang.,That skunk that entered into our house smells strong.
giizhig,Debitaagoziwag igiw binesiwag iwidi giizhigong.,The thunderbirds can be heard up in the sky.
giizhig,Ingii-pawaadaan babaamaashiyaan giizhigong.,I dreamed I was soaring around in the sky.
basiingwe,Ingii-nishki'ig gaa-onji-gichi-basiingwe'wag.,He got me mad so that's why I slapped him hard.
awakaan,Ogiziibiiginaan odawakaanan.,He's washing his pets.
odaabaan,Gaawiin geyaabi ogashki'aasiin ji-bimibizo'aad odaabaanan; onzaam gaawiin zaabaabisii.,He's not able to drive a car anymore because he can't see very well.
odaabaan,Ningii-pi-boozi'aa nindoodaabaaning.,I gave her a ride here in my car.
nibaa,Gichi-noonde-nibaayaan gaa-izhi-gawishimoyaan wii-nibaayaan.,I was so sleepy I lay down to go to sleep.
nibaa,Gaawiin aapiji gii-nibaasii dibikong gaa-onji-noondeshing i'iw ezhichigepan.,He didn't sleep much last night so that's why he couldn't go on with what he was doing.
nibaa,Awasigakiiw gidaa-ani-nibaamin.,We can go sleep on the other side of the portage.
nibaa,Gaa-naningowed igo naa 'a nebaad. Ganabaj maanaabandam.,The sleeper is whimpering and sobbing. I think he's having a bad dream.
giikiibingwashi,Mii imaa endazhi-giikiibingwashid aana-ganawaabandang 'iw mazinaatesijigan.,He fell asleep there while he was trying to watch television.
odaabaan,Gaawiin geyaabi ogashki'aasiin ji-bimibizo'aad odaabaanan; onzaam gaawiin zaabaabisii.,He's not able to drive a car anymore because he can't see very well.
odaabaan,Ningii-pi-boozi'aa nindoodaabaaning.,I gave her a ride here in my car.
ozhaashaa,Ozhaashaa akwaandawaagan.,The stairway is slippery.
ozhaashaa,Ozhaashaa akwaandawaagan.,The stairway is slippery.
bekaa,Bekaa daga bii'ishin.,Please wait for me.
bekaa,Bekaa niwii-chiibaakwe.,"Wait, I'm going to cook."
bekaa,Bekaa niwii-ozhibii'ige jibwaa-maajaaying.,"Wait, I'm going to finish writing before we leave."
bekaa,Bekaa. Akawe niwii-ozhiiginige. Nimanepwaa.,Wait. First I want to roll a cigarette. I need a smoke.
bekaa,Bekaa. Bii'aadaa awe.,Wait! Let's wait for him.
bekaa,Nawaj bekaa ikidon.,Say it slower.
bekaa,Bekaa akawe.,Wait a minute!
bekaa,Bekaa kawe.,Wait a minute!
agaasaa,Onzaam agaasaa 'iw jiimaanens.,The little boat is too small.
gikendaaso,Gii-kiikibii'ige aw asigibii'igewinini aana-gikendaasod.,The accountant is smart enough and knows better than to make false entries.
izhimaagozi,Aaniin ezhimaagozid.,How does it (animate) smell?
biijimaam,Gego naamiwanishkaaken giiyoseyan. Giga-biijimaamig gaa-andone'wad.,Don't go downwind when you are hunting. Your prey will smell you.
biijimaam,Giishpin biijimaamad giniijaanis ganabaj wiiyaanziye. Gii'-miijinidizo.,"If you can smell your child, s/he probably has a stinky diaper. S/he shit h/ self."
zhoomiingweni,Onjida go gagiibaazinaagozi awe gizhenaabens zhoomiingwenid.,That grand old man naturally looks silly when he smiles.
makadewaabate,Gichi-makadewaabate iwe waakaa'igan jaagidemagak.,The burning house is spewing black smoke.
zagaswe,Ogii-sagaswe'aan iniw owiijikiwenyan ji-giizhaakonamowaad iw obabaamiziwiniwaa.,He asked his brother to meet to settle their business matter.
zagaswaa,Nisawi-waakaa'igan ningii'-waabamaag oshkinaweg dazhi-zagaswaawaad.,I saw a teenagers smoking in the alley.
bakwene,Bakwenemagadini ina owe okijiwaabik.,Is there smoke coming out of the chimney?
bakwene,Waanda-bakwene naa agwajiing 'iw. Niwaanda-wiinishkiinzhigwe naa.,It was really dusty outside and my eyes got dirty.
bakwene,Bakwenemagadini ina owe okijiwaabik.,Is there smoke coming out of the chimney?
bakwene,Waanda-bakwene naa agwajiing 'iw. Niwaanda-wiinishkiinzhigwe naa.,It was really dusty outside and my eyes got dirty.
abaabas,Ogii'-abaabaswaan amikwan gaa-gii-tasoonaad.,She smoked the beaver that she had trapped.
ginebig,Gii-kinwaabiigizi gaa-waabamag ginebig bijiinaago.,The snake I saw yesterday was long.
ginebig,Gii-nameshin a'aw ginebig o'omaa gii-pimi-ayaagwen.,The trail of the snake shows it must have passed by here.
bakibidoon,Ogii-pwaawibidoon aana-wii-bakibidood iwe biiminakwaanens.,He tried to break the string but he couldn't do it.
mikinaakwaawan,Babiiwiminagadoon mikinaakwaawanoon.,Snapping turtle eggs are tiny.
nagwaazh,Endaso-biboon ninagwaanaag waaboozoog.,Every winter I snare rabbits.
nagwaazh,Waaboozo-miikanaang izhi-agoodoon ginagwaagan ji-nagwaanad waabooz.,Put your snare on a rabbit trail of you want to snare one.
nagwaazh,Ningii'-nanawiz gii-naadagweyan. Gaawiin awiya ningii'-nagwaanaasii. Gaawiin gegoo ningii'-nagwaadanziin.,I was skunked checking my snares. I didn't snare anybody. I didn't snare anything.
andomaam,Onandomaamaan awe inday iniw gaa-pi-odishiyangid dibikong.,My dog sniffed around for what came into the yard last night.
wiiniskiigomaan,Ezhi-gizii'waad iniwen owiiniskiigomaanan a'aw gwiiwizens.,The boy wiped the snot off his nose.
zoogipon,Ganabaj wii-soogipon noongom.,I think it's going to snow today.
zoogipon,Waawiikaa zoogipon.,Once in a while it snows.
zoogipon,Dabasa'amoog we'weg. Wiiba wii-soogipon.,The snow geese are flying low. Soon it will snow.
zoogipon,Noongom niwii'-naajimiijimenaaban; onzaam idash gichi-zoogipon.,"I was going to get groceries today, but it was snowing too hard."
goon,Gii-gichi-onzaamiino goon gii-biboonagak.,There was a lot of snow this winter.
goon,Obaapaawa'aan goonan.,He's brushing the snow off.
goon,Mii imaa ogijayi'ii odaabaaning a goon abid.,There is snow on top of the car.
goon,Gagiizhibaayaashi goon.,The snow is swirling around.
goon,Baapaawin 'a goon maa gibabiinzikawaaganing.,You should brush the snow off your coat.
goon,Gibaakwa'an ishkwaandem. Biindigeyaashi goon.,Shut the door. Snow is blowing inside.
onaabanad,Ogidadewebatoowag waaboozoog gii-onaabanak.,The rabbits run on top of the snow when there is a crust on it.
waabooz,"O'owapii onaabani-giizis angizod, anooj apatoowag waaboozoog.","In the month of March, the rabbits run all over."
waabooz,Waaboozoog iwidi niimagoojinoog.,The rabbits are there hanging out.
waabooz,Giiziz daga a'aw waabooz.,Please cook the rabbit.
waabooz,Giizizamaw daga ini waaboozoon.,Please cook the rabbit for him.
waabooz,Nookizo a'aw waabooz.,The rabbit is cooked soft.
waabooz,Waasaakwanjigewag waaboozoog. Mii omaa ge-izhi-agoodooyang.,Rabbits chewed the sticks bare. We'll set our snares here.
giziibiiga-igan,Giziibiiga'igan nindaabajitoon giziibiiga'igeyaan.,I use soap when I wash.
giziibiiga-igan,Ogii-webaasindoonan ini giziibiiga'iganan ani-maa... gaa-ani-maajiidood.,He let the laundry blow off (the back of his pickup) when he took it away.
babaamaashi,Ingii-pawaadaan babaamaashiyaan giizhigong.,I dreamed I was soaring around in the sky.
azhigan,Bebakaanadiniwan odazhiganan eyiidawizid.,His socks don't match. (Literally: His socks on both feet are different.)
nookaa,Nookaa imaa jiigashkiig. Gego ndawaaj gabeshisiidaa omaa.,"It's soft there by the swamp, so let's not camp here."
nookaabaawadoon,Akawe nookaabawadoon manoomin jibwaa-gabaatooyan wemitigoozhii-ozhichigan.,"Before you cook paddy rice, first soak it to soften it."
zhimaaganish,"Gii-pagamaajimaa gii-miikoshkoozod awe zhimaaganish iwidi endazhiikodaading,",Word was received that that soldier was wounded at the front.
zhimaaganish,Mii iwe gii-nagishkang zanagadong awe zhimaaganish.,That solider met the front lines.
zhimaaganish,Gii-kabaagwaashkwaniwag igiweg zhimaaganishag imaa bemisemagak.,The soldiers jumped out of the plane.
aanind,Anaamakamig aanind daawag awesiinyensag.,Some little animals live under the ground.
aanind,Ganabaj aanind biskanechigaansag jaagizowag wenji-maazhibideg 'iw odaabaan.,I think some of the spark plugs are burning out and that's why the car doesn't run right.
aanind,Aanind eta go.,Just some.
aanind,Aanind eta go gii'-ando-bagizowag gii-ani-onaagoshig.,Only some of them went swimming in the evening.
aanind,Aanind gaawiin gegoo omaa atesinoon gey-aabajitooyangoban.,Some of the things we're supposed to be using are missing.
awiya,Maagizhaa awiya gidaa-wiidookawaa.,Maybe you can help somebody.
awiya,Awiya ogii'-waabamaan jiigikana niibawinid.,He saw somebody standing by the road.
awiya,Awiya ningii'-noondawaa biibaagid gii-biidaabang.,I heard someone yelling at daybreak.
gegoo,Gegoo na gigii-igoo.,Did they say something to you?
gegoo,Maagizhaa gaawiin gegoo ingikendanziin.,Maybe I don't know anything.
gegoo,Gakina gegoo odazhindaanaawaa ingiw.,They talk about everything.
ingoji,Eshkan indawaaj aabajitoodaa. Ingoji apagidoon 'i waagaakwad.,Let's use an ice chisel instead. Toss the axe somewhere.
ingoji,Ingoji igo ingii-atoon. Dibi go baakaj.,"I put it somewhere, but I don't know where."
ingoji,Gashkiidibikateni Marie endaad. Ingoji maawiin ondendi.,Marie's place is dark. She must be gone somewhere.
nagamon,Bakaan gaye wiin odina'aan iwe nagamon gaa-noondang.,He sings that song different from the way he heard it.
nagamon,Dakoosin nagamon.,It is a short song.
nagamon,Wiineta go wiin ogii-ozhitoon 'iw nagamon.,He composed that song by himself.
wayiiba,Wayiiba go niwii-chiibaakwe.,I'm going to cook in a little while.
wayiiba,Indaga onishkaan. Mii iwe wayiiba ji-bi-dagoshing awe wepaazid.,Come on get up. That early riser is going to be here soon.
wayiiba,Mii zhigwa wayiiba ji-bimiinowaad igiweg nikag.,Soon you will see a gaggle of geese going by.
gaagiidizi,Ingaagiidiz imbikwanaang.,My back is hurting.
gaagiidizi,Miziwe gaagiidizi gaa-izhishimoonod gii-kwanabibizod bijiinaago.,He's sore all over from rolling over his car yesterday.
maanitaagozi,Ganabaj aanjigondaagane awe wenji-maanitaagozid.,I think his voice in changing and that's why he doesn't sound right.
naboob,Aaniin dash epogok iwe naboob.,How does that soup taste?
naboob,Naboob niziiga'aan imaa boozikinaaganing wii-miijiyaan.,I'm putting the soup into a bowl to eat.
naboob,Ombweyaagama'an ginaboobiim jibwaa-agwaabikideg.,Stir up your soup before it burns to the pan.
manaaji,Manaaji' giditibaagiwebishkigan.,Go easy on your bike.
manaaji,Gakina awiya gidaa-manaaji'aa.,You should respect all living things.
manaaji,Aashke naa manaaji' awe biiwide.,Respect out guest.
aamiwag,Gii-ziigwang aamiwag ogaawag.,Walleyes spawn in the spring.
aamiwag,Gwaaba'waagan nindaabaji'aa gii-debinagwaa giigoonyag gii-aamiwaad.,I use a scoop net to get the fish when they are spawning.
giigido,Gichi-gagaawinaweyendaagozi awe moozhag ba-giigidod.,The person that calls here often is hateful.
giigido,Akawe gidaa-giigid jibwaa-gagwedweyan.,You should phone first before you ask.
gaagiigidowin,Minosinoon ini gaagiigidowinan gii-aanikesingin,Those words are fitting when they are added to another song.
apiichibide,Aaniish epiichibideg.,How fast is it going?
apiichibide,Mii na go 'i epiichibideg.,Is that how fast it's going?
apiichibide,Aaniin epiichibideg naabikwaanensiwi-biiwaabik. / Gaawiin igo aapiji gizhiibidesinoon. Niishtana-shi-naanan eta go apiichibide.,How fast is the motor? / It's not very fast. It's only twenty-five horsepower.
bagamibide,Mii zhigwa gii-pagamibideg 'iw ishkodewidaabaan.,The train has arrived.
bagamibide,Mii wayiiba ji-bagamibideg i'iw booziwe-odaabaan.,The bus will come soon.
noomag,Noomag ingii-ondendimin gii-izhaayaang oodenaang.,We were gone a long time to town.
noomag,Noomag igo gii-wiikwaji'o awe gaa-minjimishkoozod.,The one who was pinned down took a long time to pull himself free.
noomag,Gaawiin noomag da-ayaasiiwag igiweg gaa-pagamigoziwaad. Mii go eyinaajimindwaa gozishkiwaad.,The ones who just moved in won't be here very long. People say they are always moving.
noomag,"Giishpin noondawad diindiisi noondaagozid gii-biboong, dibaajimo noomag wii'-aabawaanig.","If your hear a blue jay calling in the winter, he's telling you that it warm up for a few days."
noomag,Anangoog bagakaanzhewag; noomag igo wii-kisinaa.,The stars are shining brightly; it will be cold for a while.
asabikeshiinh,Gichi-gabaya'ii inganawaabamaa awe asabikeshiinh imaa niisaabiigitaad.,For a long time I watched the spider lowering himself.
negwaakwaan,Nimaamaa ogii-andawaabamaan iniw wiigobaatigoon. Miish imaa gii-ozhitood iniwen negwaakwaanan. Ayi'ii ogii-aabajitoon iw waagaakwadoons.,My mother went looking for basswood trees. That's where she made those taps. She used a hatchet.
ziiginan,Geyaabi daga ziiginan.,Please pour some more.
ziiginan,Niziiginaan i'i nibi imaa omoodaying.,I'm pouring the water into a bottle.
ziiginan,Oziiginaan imaa gichi-onaaganing. Mii imaa gaa-tazhi-nase'ang i'iwe gii-ozhitood ziinzibaakwad.,She pours it (maple syrup]) into a big dish. That's where she granulated it to make sugar.
ziiginan,Ningizan ashkikomaan. Wiimbikozh nabagisag. Mii 'imaa izhi-ziiginan gaa-gii'-ningizaman ashkikomaan.,Melt lead. Carve a hollow in a board. Pour the lead you've melted in there (to make buckshot).
ziigise,Mayaawibidoon onaagan gaa-anibesing jibwaa-ziigiseg ginaboobiim.,Turn that slanted dish up straight before the soup spills.
